,fake,real
0,0.8011797666549683,0.6315809488296509
1,0.8431009650230408,0.5639789700508118
2,0.8786082863807678,0.5326948165893555
3,0.9077624082565308,0.5082363486289978
4,0.9286191463470459,0.48570486903190613
5,0.9402667880058289,0.46546807885169983
6,0.9420773386955261,0.444964200258255
7,0.9348656535148621,0.42679882049560547
8,0.9169469475746155,0.40497252345085144
9,0.890167772769928,0.38599613308906555
10,0.8557644486427307,0.3659000098705292
11,0.8133831024169922,0.3455783724784851
12,0.7706621289253235,0.327033668756485
13,0.725201427936554,0.30486273765563965
14,0.6822031140327454,0.28562286496162415
15,0.6459900140762329,0.2678910195827484
16,0.6149827837944031,0.25081878900527954
17,0.5955758094787598,0.23589670658111572
18,0.5841888785362244,0.22426538169384003
19,0.5858898162841797,0.2172948271036148
20,0.5984343886375427,0.21471276879310608
21,0.6213232278823853,0.21533451974391937
22,0.6523445248603821,0.22255688905715942
23,0.6904114484786987,0.237052783370018
24,0.7364130616188049,0.25905168056488037
25,0.7781392335891724,0.28256461024284363
26,0.8215674757957458,0.32124531269073486
27,0.8614348769187927,0.36464786529541016
28,0.8895583152770996,0.40079277753829956
29,0.9068756103515625,0.4408203065395355
30,0.9117591977119446,0.4826957881450653
31,0.9005957841873169,0.5068209767341614
32,0.8745636940002441,0.5343583226203918
33,0.8384068608283997,0.5442660450935364
34,0.7963385581970215,0.5538015365600586
35,0.7531018257141113,0.5650831460952759
36,0.7089142799377441,0.5598432421684265
37,0.6712061166763306,0.5508727431297302
38,0.6358673572540283,0.5459186434745789
39,0.5997664928436279,0.5333981513977051
40,0.5701632499694824,0.5261206030845642
41,0.5411866307258606,0.5230463147163391
42,0.5162708163261414,0.5152159333229065
43,0.4931812584400177,0.5210383534431458
44,0.46980196237564087,0.5099357962608337
45,0.44673261046409607,0.5087587237358093
46,0.4268140196800232,0.520396888256073
47,0.4129962921142578,0.5109331011772156
48,0.4000471532344818,0.5168350338935852
49,0.39450040459632874,0.5312304496765137
50,0.3990724980831146,0.5302538275718689
51,0.39708876609802246,0.5351445078849792
52,0.411435067653656,0.5497417449951172
53,0.43319371342658997,0.5526362061500549
54,0.4576203227043152,0.5809937119483948
55,0.4965226650238037,0.5947383046150208
56,0.5313966870307922,0.6215240359306335
57,0.5646471977233887,0.6587377190589905
58,0.6051081418991089,0.6850541234016418
59,0.6230384111404419,0.7288674116134644
60,0.6363902688026428,0.753282368183136
61,0.6485110521316528,0.7875789403915405
62,0.640902042388916,0.818110466003418
63,0.6302728652954102,0.8339118957519531
64,0.6145877242088318,0.8479730486869812
65,0.5912888050079346,0.8481252193450928
66,0.5687541961669922,0.8366804718971252
67,0.531146228313446,0.8137643337249756
68,0.4949439465999603,0.7880794405937195
69,0.45137470960617065,0.7559322714805603
70,0.4190441370010376,0.7115601301193237
71,0.37437406182289124,0.6680631637573242
72,0.3437088429927826,0.6191404461860657
73,0.3203802704811096,0.578011155128479
74,0.2985145151615143,0.5353004336357117
75,0.27306491136550903,0.49544620513916016
76,0.25351977348327637,0.46198007464408875
77,0.24049243330955505,0.4276413023471832
78,0.22797323763370514,0.40132540464401245
79,0.2193942666053772,0.369096040725708
80,0.20874276757240295,0.34907013177871704
81,0.1984565407037735,0.3265441060066223
82,0.19226579368114471,0.3072328269481659
83,0.1862860769033432,0.2914097309112549
84,0.18448150157928467,0.2799954414367676
85,0.18569070100784302,0.26722922921180725
86,0.1847497522830963,0.2588271200656891
87,0.1851523369550705,0.24756594002246857
88,0.1996467113494873,0.24569465219974518
89,0.20449745655059814,0.24559399485588074
90,0.2095673531293869,0.25222495198249817
91,0.23145295679569244,0.25708433985710144
92,0.2545342445373535,0.2626711130142212
93,0.277382493019104,0.2766334116458893
94,0.30371060967445374,0.29293370246887207
95,0.3198108375072479,0.32250097393989563
96,0.3760572075843811,0.34637483954429626
97,0.3886485695838928,0.37032538652420044
98,0.42926260828971863,0.4113885164260864
99,0.4448033571243286,0.43656259775161743
100,0.5022087693214417,0.478941410779953
101,0.5345653295516968,0.5192147493362427
102,0.5473515391349792,0.5580909252166748
103,0.5242207646369934,0.6114919781684875
104,0.5565054416656494,0.6415331363677979
105,0.5604215264320374,0.6670888662338257
106,0.5737589001655579,0.6931753158569336
107,0.5502904057502747,0.7218621373176575
108,0.5561749935150146,0.7457157969474792
109,0.5639472603797913,0.7650489211082458
110,0.5560784935951233,0.7785374522209167
111,0.5642442107200623,0.7899619340896606
112,0.571556031703949,0.8006072044372559
113,0.5741899609565735,0.7969697117805481
114,0.580222487449646,0.7977461218833923
115,0.5845215916633606,0.8010987043380737
116,0.5949239134788513,0.7982023358345032
117,0.5911640524864197,0.7948010563850403
118,0.5883504748344421,0.7938709259033203
119,0.5875917077064514,0.7925640344619751
120,0.5779690742492676,0.7925851345062256
121,0.5615757703781128,0.7944931387901306
122,0.5548891425132751,0.7875400185585022
123,0.5428127646446228,0.7867221236228943
124,0.5334886312484741,0.7860314846038818
125,0.5282377004623413,0.7759585380554199
126,0.5108217000961304,0.7680841684341431
127,0.4993721544742584,0.7598689198493958
128,0.48599886894226074,0.7470157146453857
129,0.46803775429725647,0.7337642312049866
130,0.4465775787830353,0.7241456508636475
131,0.4298931658267975,0.7029364109039307
132,0.416790246963501,0.683979868888855
133,0.403275728225708,0.659720778465271
134,0.3949281573295593,0.6418735980987549
135,0.3871932625770569,0.6188512444496155
136,0.3770809471607208,0.6010929942131042
137,0.3737412989139557,0.5816583037376404
138,0.3694485127925873,0.56748366355896
139,0.369017630815506,0.5580573081970215
140,0.37055444717407227,0.5505308508872986
141,0.3694724142551422,0.5408756732940674
142,0.37181761860847473,0.5368653535842896
143,0.37632501125335693,0.5368949770927429
144,0.3784204125404358,0.5364477634429932
145,0.3889486789703369,0.5387793779373169
146,0.39223018288612366,0.546745240688324
147,0.4072471261024475,0.5546663999557495
148,0.40885287523269653,0.5708975195884705
149,0.42176729440689087,0.5841144323348999
150,0.4274720251560211,0.6009072065353394
151,0.4303280711174011,0.6170185804367065
152,0.43510928750038147,0.6336619853973389
153,0.4368464946746826,0.6474194526672363
154,0.4343011677265167,0.6632993221282959
155,0.43520137667655945,0.6789802312850952
156,0.44168373942375183,0.6904972195625305
157,0.4402531385421753,0.6943179368972778
158,0.42666757106781006,0.701276957988739
159,0.4228595197200775,0.7063095569610596
160,0.4160172939300537,0.7042681574821472
161,0.40833282470703125,0.6917656064033508
162,0.3895873427391052,0.6913068294525146
163,0.3877885043621063,0.673768937587738
164,0.37857887148857117,0.6605175137519836
165,0.3699290454387665,0.6438422203063965
166,0.3655460476875305,0.6329076886177063
167,0.3589574694633484,0.6159350872039795
168,0.3536429703235626,0.6005570888519287
169,0.35242515802383423,0.5870597958564758
170,0.35513827204704285,0.575130045413971
171,0.35402148962020874,0.5627747774124146
172,0.36160948872566223,0.5561473369598389
173,0.3649015724658966,0.5494596362113953
174,0.3739820420742035,0.5482656359672546
175,0.3884219825267792,0.545989453792572
176,0.3973826467990875,0.5459522604942322
177,0.41159966588020325,0.5495229363441467
178,0.43231260776519775,0.5566612482070923
179,0.45151007175445557,0.5613585114479065
180,0.47828614711761475,0.5735970735549927
181,0.5008841753005981,0.5883281230926514
182,0.5258322954177856,0.6040474772453308
183,0.5492977499961853,0.6152003407478333
184,0.5708994269371033,0.62813401222229
185,0.5934058427810669,0.6374388933181763
186,0.6047850847244263,0.6536768674850464
187,0.6102374792098999,0.655742883682251
188,0.617641806602478,0.6595357656478882
189,0.6127282977104187,0.651674211025238
190,0.6056035161018372,0.6509076356887817
191,0.5932146310806274,0.6442737579345703
192,0.5819863677024841,0.6304613947868347
193,0.5735802054405212,0.6150553822517395
194,0.5503336191177368,0.6016910076141357
195,0.5319664478302002,0.5867727398872375
196,0.5157058835029602,0.57146817445755
197,0.5032574534416199,0.5531703233718872
198,0.48553887009620667,0.5449897646903992
199,0.47010186314582825,0.5310737490653992
200,0.4571649432182312,0.5186783075332642
201,0.4524642527103424,0.5148633718490601
202,0.4533542990684509,0.5096877217292786
203,0.44781121611595154,0.5061630010604858
204,0.4436236321926117,0.5119690299034119
205,0.44789087772369385,0.5172072052955627
206,0.458683043718338,0.523016631603241
207,0.4623539447784424,0.5303263664245605
208,0.4751976430416107,0.5467546582221985
209,0.4912392497062683,0.5756807327270508
210,0.5009245872497559,0.5924772024154663
211,0.5186752676963806,0.6174960732460022
212,0.5374628901481628,0.6499300599098206
213,0.5619561076164246,0.6760585904121399
214,0.5836050510406494,0.713034987449646
215,0.6133233308792114,0.7544789910316467
216,0.6314074397087097,0.7896575927734375
217,0.6483571529388428,0.8390031456947327
218,0.6640664339065552,0.8739397525787354
219,0.6761230826377869,0.9075664281845093
220,0.6728140711784363,0.936924397945404
221,0.6658428907394409,0.9611750245094299
222,0.6455824375152588,0.9735474586486816
223,0.6286791563034058,0.9752515554428101
224,0.6008150577545166,0.9680430889129639
225,0.5690063238143921,0.9497771263122559
226,0.5424363017082214,0.9187016487121582
227,0.5188177824020386,0.8859913349151611
228,0.49483275413513184,0.8456000089645386
229,0.47384920716285706,0.8119829893112183
230,0.45841556787490845,0.7674736976623535
231,0.44729843735694885,0.7332176566123962
