,fake_class,real_class
0,0.6911806464195251,0.6948723793029785
1,0.6613210439682007,0.6926507353782654
2,0.627548336982727,0.6911965608596802
3,0.5921564698219299,0.693231463432312
4,0.5524827241897583,0.692017138004303
5,0.5096503496170044,0.691893458366394
6,0.46255698800086975,0.690116286277771
7,0.4145859479904175,0.6900337934494019
8,0.36164340376853943,0.6895288825035095
9,0.3087123930454254,0.6891627907752991
10,0.25665342807769775,0.6892200112342834
11,0.20868903398513794,0.6877195239067078
12,0.16735242307186127,0.6881207227706909
13,0.13390450179576874,0.6863393783569336
14,0.10777196288108826,0.6882970333099365
15,0.08801910281181335,0.6861932873725891
16,0.0740848109126091,0.6867538094520569
17,0.06389258056879044,0.6858599781990051
18,0.056392230093479156,0.6843740940093994
19,0.051297254860401154,0.6839348077774048
20,0.047111671417951584,0.6837477684020996
21,0.0440371036529541,0.6824342608451843
22,0.041742585599422455,0.682110071182251
23,0.03934552147984505,0.6819918751716614
24,0.03777778893709183,0.6831285357475281
25,0.03630783036351204,0.6793128252029419
26,0.03545466810464859,0.6803017854690552
27,0.03501540794968605,0.6777623295783997
28,0.03477085754275322,0.6788866519927979
29,0.03466247022151947,0.6760289072990417
30,0.03473474830389023,0.6786423921585083
31,0.03511527553200722,0.6707414984703064
32,0.0358574278652668,0.673531174659729
33,0.03748990595340729,0.6745523810386658
34,0.04041365906596184,0.6725350618362427
35,0.044213272631168365,0.6702962517738342
36,0.04984259232878685,0.6721659898757935
37,0.058345403522253036,0.6727167963981628
38,0.06569041311740875,0.6681220531463623
39,0.07263310253620148,0.6705929636955261
40,0.07998532056808472,0.6656768918037415
41,0.08694024384021759,0.6673215627670288
42,0.09442673623561859,0.6676104664802551
43,0.10428445786237717,0.6671513915061951
44,0.11516572535037994,0.6669946312904358
45,0.12675462663173676,0.6703845858573914
46,0.1403619349002838,0.6656567454338074
47,0.1525009274482727,0.6650428771972656
48,0.16303198039531708,0.6605848073959351
49,0.17362335324287415,0.6653320789337158
50,0.18190348148345947,0.6658920049667358
51,0.18956391513347626,0.6619876027107239
52,0.19378039240837097,0.6628983020782471
53,0.19128520786762238,0.6595587730407715
54,0.19076760113239288,0.6657236814498901
55,0.18241430819034576,0.659538984298706
56,0.17682380974292755,0.662003219127655
57,0.1678532361984253,0.6558359265327454
58,0.16002435982227325,0.6596694588661194
59,0.14969484508037567,0.6599977016448975
60,0.1399381309747696,0.6583254933357239
61,0.1306713968515396,0.661560595035553
62,0.1188344955444336,0.6632134914398193
63,0.1122947409749031,0.6570752859115601
64,0.10351871699094772,0.6501021385192871
65,0.09953267127275467,0.6542629599571228
66,0.09225248545408249,0.6613674759864807
67,0.08661866188049316,0.6581600904464722
68,0.08301947265863419,0.6657670140266418
69,0.07930920273065567,0.6550076007843018
70,0.07692842930555344,0.6493949890136719
71,0.07228388637304306,0.6607856750488281
72,0.06988601386547089,0.6512330174446106
73,0.0654737800359726,0.6519668698310852
74,0.06180751323699951,0.6537162661552429
75,0.057209648191928864,0.6657776236534119
76,0.05229058861732483,0.6512805223464966
77,0.04997790977358818,0.6617283225059509
78,0.048598602414131165,0.6582048535346985
79,0.04768066108226776,0.6574044227600098
80,0.04624021425843239,0.6531427502632141
81,0.04533656686544418,0.6539326310157776
82,0.0441984198987484,0.6534914970397949
83,0.04392372444272041,0.6570965647697449
84,0.04376228526234627,0.6530975103378296
85,0.042483218014240265,0.6522855758666992
86,0.04087347164750099,0.6495276093482971
87,0.03911212831735611,0.6449131965637207
88,0.03665808588266373,0.6472384929656982
89,0.03421446681022644,0.6531038284301758
90,0.03182035684585571,0.6541751027107239
91,0.029811358079314232,0.6469073295593262
92,0.029490869492292404,0.6412760019302368
93,0.0287981778383255,0.6518315672874451
94,0.029822830110788345,0.6629603505134583
95,0.02804563008248806,0.6483334898948669
96,0.027328036725521088,0.6527848839759827
97,0.030258486047387123,0.6523372530937195
98,0.031954266130924225,0.6505060195922852
99,0.030900882557034492,0.6458690166473389
100,0.030944546684622765,0.6613807678222656
101,0.03241182491183281,0.6518580317497253
102,0.029513299465179443,0.646202802658081
103,0.027423297986388206,0.6535468101501465
104,0.025706805288791656,0.652678906917572
105,0.02308068610727787,0.6583585739135742
106,0.02154916524887085,0.6634216904640198
107,0.020021814852952957,0.6438813209533691
108,0.01839079149067402,0.653896152973175
109,0.016572225838899612,0.6545892357826233
110,0.014915292151272297,0.6550741791725159
111,0.01394500583410263,0.6475443243980408
112,0.013781268149614334,0.6508572101593018
113,0.014587722718715668,0.6542800068855286
114,0.016881486400961876,0.6491149663925171
115,0.019337808713316917,0.6475814580917358
116,0.01927468553185463,0.6508368253707886
117,0.01978999376296997,0.6470356583595276
118,0.02128102444112301,0.6397170424461365
119,0.022808991372585297,0.6503173112869263
120,0.02413221076130867,0.6445889472961426
121,0.02580909989774227,0.6475470662117004
122,0.024713177233934402,0.6382580399513245
123,0.024898018687963486,0.653958797454834
124,0.025373687967658043,0.6375357508659363
125,0.026601867750287056,0.6453889012336731
126,0.02876792661845684,0.645163893699646
